Date.Time,City,State,Shape,Duration,Summary,Posted,Country,pop,lat,long,capital
2013-09-11,Surat,,Light,2700.0,2 balls of greenish white light over surat,2013-09-30,India,3022821,21.2,72.82,0
,Imphal,,Triangle,,It was in triangle shape emitting blue and green light.,2013-11-11,India,224825,24.79,93.94,0
2013-09-03,Glastonbury,,Other,2592000.0,Bright star that faded and started to move then changed direction.,2013-09-09,UK,8657,51.15,-2.71,0
2013-09-02,Adelaide,,Fireball,432000.0,Reddish fire ball/falling star doubles back on its-self before my eyes,2013-09-09,Australia,1076969,-34.93,138.6,0
2013-09-01,Timisoara,,Flash,240.0,"2 of them left were placed in line and other 3 placed on the right side in the triangle All five have become brighter, moving all at on",2013-09-09,Romania,313980,45.76,21.23,0
2013-08-29,Nottingham,,Light,60.0,"2 bright lights, fading in and out, following the line of a chemtrail.",2013-08-30,UK,245615,52.97,-1.18,0
2013-08-25,Great Yarmouth,,Sphere,345600.0,I have taken picture of the sun hiding in the fogs.  There was a sphere light next to the sun.  ((NUFORC Note:  Lens flare.  PD)),2013-12-02,UK,59948,52.59,1.71,0
2013-08-15,San Juan,,Changing,180.0,UFO in photos.,2013-08-30,Puerto Rico,417154,18.44,-66.13,1
2013-08-15,Freiburg,,Unknown,60.0,Very bright large flying object moving very fast without any jet contrails in a clear sky,2013-08-30,Germany,216860,47.99,7.85,0
2013-08-15,Elverum,,Light,1200.0,"Spotted a UFO on two separate nights, and it may have reacted when I tried to communicate with it.",2015-07-31,Norway,12527,60.89,11.54,0
2013-08-13,Manchester,,Triangle,259200.0,"Triangular shape (3 non-flashing lights), no sound, moving in a straight line. few seconds.",2015-08-13,UK,395514,53.48,-2.25,0
2013-08-12,Luton,,Triangle,180.0,"Three lights over luton, england",2013-08-30,UK,195617,51.9,-0.44,0
2013-08-08,Cakovec,,Light,300.0,White lights.  ((NUFORC Note:  Satellite or ISS??  PD)),2013-08-30,Croatia,15885,46.39,16.42,0
2013-08-05,Ciechanow,,Fireball,432000.0,Orange fireballs appear in the sky and dissappear,2013-08-30,Poland,46446,52.88,20.62,0
2013-07-31,Whitehaven,,Circle,600.0,Ball of white light,2013-08-30,UK,24732,54.54,-3.59,0
2013-07-29,York,,Light,,Star like object moving,2013-08-30,UK,145854,53.96,-1.11,0
2013-07-27,Okara,,Oval,259200.0,Orange light and something escaped from it lightning fast emitting two greenish isolated lights witnessed by a medical student.,2013-08-30,Pakistan,226326,30.81,73.45,0
2013-07-27,Prague,,Fireball,2160000.0,Red ball/orb seen in Prague,2013-08-30,Czech Republic,1168374,50.08,14.43,1
,Enschede,,Light,1800.0,Star like lights moving in high speed in straight lines in the sky over the netherlands,2013-08-30,Netherlands,154321,52.22,6.89,0
2013-07-12,Cabo San Lucas,,Other,900.0,"((HOAX??))  The sky is very clear filled with an array of stars.  There is a yellowish, slightly reddish starlike object flashing.",2013-07-14,Mexico,43562,22.88,-109.9,0
2013-07-08,Goodlands,,Light,2592000.0,"I was taking my dogs out, when I first saw an airplane.  Then less than one minute later, I saw another light following it.  I thought",2013-07-14,Mauritius,21149,-20.03,57.63,0
2013-07-06,Riga,,Fireball,120.0,2 shari krasnogo chveta za 10 sek prileteli iz daleka I ostanovilis vozle moego okna neskolko minut I y zvala muja apotom oni uleteli b,2013-07-14,Latvia,738386,56.97,24.13,1
2013-07-03,Bendigo,,Light,2592000.0,Strange orange yellow light in sky.,2013-07-05,Australia,82513,-36.76,144.28,0
2013-07-01,Fredericton,,Light,120.0,Canada day.,2013-07-14,Canada,51916,45.96,-66.66,0
,Tehran,,Triangle,,Accidentally photographed UFO in Tehran? Direct link to photo provided.  ((NUFORC Note:  Good photo of black triangle!  PD)),2014-03-18,Iran,7160094,35.67,51.43,1
2013-06-29,Sutton Coldfield,,Other,60.0,"Orange rhomboid shape moving across night sky - Wylde Green, Sutton Coldfield.",2013-07-03,UK,107316,52.56,-1.84,0
2013-06-26,Crawley,,Diamond,2592000.0,"Fleet of stealthy dark squares without lights, in formation and monitored by military helicopter",2013-07-05,UK,108690,51.13,-0.2,0
2013-06-25,Juncos,,Other,345600.0,Moving star grows extremely bright then fades away.,2013-07-03,Puerto Rico,8883,18.23,-65.92,0
2013-06-19,Kells,,Changing,2700.0,I SAW A VERY LARGE ORANGE SHAPE AND SIZE CHANGING LIGHT WHICH MOVED SLOWLY AND DIVIDED IN SECTIONS,2013-07-03,Ireland,4966,53.73,-6.89,0
2013-06-18,Kannur,,Disk,172800.0,http://newindianexpress.com/states/kerala/Army-Major-captures-UFO-in-Kerala/2013/06/18/article1640262.ece,2013-09-30,India,62528,11.86,75.35,0
,Kannur,,Disk,,"I saw this photo on a Malayala manorama 17th-jun-2013 (Malayalam daily).  ((NUFORC Note:  Computerized photo, we believe.  PD))",2013-07-03,India,62528,11.86,75.35,0
2013-06-16,Glasgow,,Rectangle,432000.0,"'Floating' rectangular 'sheet of paper',,,",2013-07-03,UK,607192,55.87,-4.27,0
2013-06-14,Berlin,,Light,2592000.0,Germany; Berlin 06/14/13 - 11:00 pm - Light - North to South changes its way; moves high - Looks like a satellite.,2013-07-03,Germany,3378275,52.52,13.38,1
2013-06-13,Gold Coast,,Other,18000.0,"Wake up go out to balcony to have a smoke:  i have one of the best views for the beach and sky, all of a sudden I hear something that s",2013-07-03,Australia,523174,-28.07,153.44,0
2013-06-07,Brisbane,,Unknown,432000.0,Flash of light in the night sky followed by a second very bright flash just seconds afterwards. The flash lasted only a second or two.,2013-07-14,Australia,1891999,-27.46,153.02,0
2013-06-06,Westhill,,Changing,1800.0,Circle and diamond white shiny object turned into ball of light and went away so fast,2013-07-03,UK,9956,57.15,-2.28,0
2013-06-06,Chelmsford,,Sphere,60.0,"Initially, I see a black sphere hovering above me was moving very slow, but had a haze around it like when u see petrol on a warm day.",2016-01-05,UK,103256,51.73,0.47,0
2013-06-04,Port Macquarie,,Triangle,750.0,"Two red one white light Triangle formation UFO in NSW, Australia (following/looking for something)",2013-07-03,Australia,50421,-31.44,152.91,0
2013-06-01,Nokia,,Sphere,600.0,Silver sphere in  the sky.,2019-06-27,Finland,29026,61.49,23.48,0
2013-06-01,Bristol,,Light,600.0,Bright lights moving across sky as high as the stars and no sounds,2013-06-02,UK,432967,51.46,-2.6,0
2013-05-31,Oradea,,Light,180.0,"8 objects taking a 90 degree turn, then aligning in the sky,",2013-06-02,Romania,202777,47.07,21.92,0
2013-05-23,Culebra,,Light,750.0,"Green Orb observed for 15 mins stationary in sky over Puerto Rico, instantaneously vanishes 90 degree angle.",2013-07-03,Puerto Rico,1499,18.31,-65.31,0
2013-05-23,Chandigarh,,Light,16200.0,I have been looking at balls of light it sky above chandigarh a city in india where I  live. its been about a month now since the first,2013-06-02,India,942769,30.75,76.78,0
2013-05-22,Perth,,Disk,259200.0,2 saucer shaped objects speeding through the moonlit sky Perth Australia,2013-06-02,Australia,1472075,-31.96,115.84,0
2013-05-19,Liverpool,,Sphere,,Black dark bluish orb the moved smoothly and straight across the sky.,2019-08-23,UK,468584,53.42,-2.99,0
2013-05-18,Quito,,Unknown,270.0,"The outline and shape of the craft, disappearing behind the hotel.",2013-06-02,Ecuador,1399814,-0.19,-78.5,1
2013-05-16,Greytown,,Fireball,180.0,orange glowing light,2013-06-02,New Zealand,2194,-41.08,175.45,0
2013-05-15,Johannesburg,,Light,259200.0,"Sightings in Africa skies, Johannesburg.",2013-05-15,South Africa,2091491,-26.19,28.04,0
2013-05-12,Talofofo,,Light,300.0,3 bright (Venus bright) red lights approached Guam from ~255o at 20 o elevation at 0945 GMT 12 May and faded away.,2013-05-15,Guam,2831,13.35,144.75,0
2013-05-06,Hobart,,Light,60.0,Strange orange light in Australia.,2013-05-15,Australia,206640,-42.85,147.29,0
2013-05-04,Gladstone,,Light,270.0,Bright orange light slows down and flashes slowly and disappears.,2013-05-15,Australia,31008,-23.85,151.25,0
2013-05-02,Vega Baja,,Formation,1800.0,Red orbs in formation over Puerto Rico.,2013-05-15,Puerto Rico,29407,18.44,-66.4,0
2013-05-02,Cairo,,Triangle,864000.0,Cairo.,2013-07-03,Egypt,7836243,30.06,31.25,1
2013-05-01,Puerto Vallarta,,,,Missing 2.15 hours with my Aunt while in Mexico ...both of us have no idea,2015-03-20,Mexico,195112,20.62,-105.23,0
2013-04-29,Brisbane,,Formation,1728000.0,Vanishing 'V' formation of 9 small bird like objects,2013-05-15,Australia,1891999,-27.46,153.02,0
2013-04-29,Nicosia,,Circle,600.0,"I saw one object, round and white. When I first saw it it was closer to the earth but by the time I was ready to take pictures it had a",2013-05-15,Cyprus,202488,35.16,33.38,1
2013-04-29,Nicosia,,Circle,600.0,"I saw one object, round and white. When I first saw it it was closer to the earth but by the time I was ready to take pictures it had a",2013-05-15,Cyprus,42372,35.18,33.37,1
2013-04-24,Tiberias,,Circle,240.0,"3 UFOs inTtiberias, Israel.",2013-05-15,Israel,39768,32.8,35.53,0
2013-04-21,Tirana,,Disk,120.0,"21.04.2013 22:30 Tirana, Albania 2 minutes, Disk/sphere object with a red light line on the middle",2013-05-15,Albania,380403,41.33,19.82,1
2013-04-19,Norwich,,Light,1728000.0,Highly maneuvrable yellow lights,2013-05-15,UK,178388,52.65,1.28,0
2013-04-17,Mandurah,,Disk,1200.0,Green glowing UFO with blue spot light,2013-09-30,Australia,79180,-32.53,115.75,0
2013-04-15,Boksburg,,Light,648000.0,"Bright orb-like object moving near ground - seen in residential area , Boksburg , South Africa",2013-05-15,South Africa,467234,-26.27,28.23,0
2013-04-15,Joinville,,Rectangle,432000.0,"Rectangular ovni by side, very high speed, no lights, no sounds, low altitude.",2013-05-15,Brazil,471614,-26.32,-48.84,0
2013-04-12,Newcastle,,Formation,600.0,"8 points of light like ""stars.""  Top four ""stars"" changing formation from square shape to a triangle shape.",2013-05-15,Australia,500085,-32.92,151.75,0
2013-04-05,Buenos Aires,,Changing,2592000.0,A dozen UFO in formation,2013-05-15,Argentina,11595183,-34.61,-58.37,1
2013-04-03,Copenhagen,,Light,691200.0,4 orange lights above Copenhagen.,2013-05-15,Denmark,1091978,55.68,12.57,1
2013-03-30,Dire Dawa,,Circle,,We observed UFO tried to reject the photo and made 2 photo with same time one has UFO other not.,2013-05-15,Ethiopia,260982,9.59,41.86,0
,Karachi,,Fireball,60.0,Orange/Red flaming object floating in the sky,2013-04-12,Pakistan,11969284,24.86,67.01,0
2013-03-26,Coventry,,Cigar,345600.0,A cigar shaped object with lights and yellow visor appearing in the day over Coventry.,2013-05-15,UK,309323,52.42,-1.5,0
2013-03-25,Bhuj,,Fireball,345600.0,The Reddish Orange Light seen from various places in radius of 60 km the object was moving slowly from west to north,2013-05-15,India,135602,23.26,69.66,0
2013-03-22,Caguas,,Light,300.0,"Seven red fireballs on the night of March 22, 2013",2013-04-12,Puerto Rico,86348,18.23,-66.07,0
2013-03-16,Manila,,Changing,300.0,Something I have never seen in the sky so golden ever before and splits back and forth.,2013-06-02,Philippines,10546511,14.62,120.97,1
2013-03-15,Auckland,,Oval,3600.0,Strange fast light patterns,2013-08-30,New Zealand,429918,-36.85,174.76,0
2013-03-14,Durham,,Formation,120.0,Formation of 4 contrails with nothing seen making them.,2013-05-15,UK,46406,54.78,-1.6,0
2013-03-14,Guadalajara,,Diamond,180.0,Black Pyramidal UFO hovering over a Guadalajara Mexico,2013-05-15,Mexico,1637213,20.67,-103.35,0
2013-03-10,Sydney,,Egg,1800.0,The object was oval and traveled slowly,2013-05-15,Australia,4444513,-33.87,151.21,0
2013-03-08,Chennai,,Circle,60.0,"I saw a glowing orange light moving slowly in one direction for about 1 to 1.30 mins. It was flying near to the ground, not sure about.",2013-05-15,India,4352932,13.09,80.27,0
2013-03-07,Sydney,,Light,864000.0,Brightest star traveling in the sky before turning red and blinks out.,2013-05-15,Australia,4444513,-33.87,151.21,0
2013-03-01,Tepic,,Light,180.0,Three orange lights moving and hovering in Mexico.,2013-07-03,Mexico,283643,21.5,-104.89,0
2013-03-01,Auckland,,Light,2160000.0,Two units of orange to red in colour both with in 30 secs both went vertical.,2013-03-03,New Zealand,429918,-36.85,174.76,0
2013-02-25,Arecibo,,Flash,600.0,Electrical Lights.,2013-02-28,Puerto Rico,49117,18.44,-66.73,0
2013-02-21,Turrialba,,Triangle,,"Captured image from government owned, fixed base volcano observation camera  - Costa Rica.",2013-02-28,Costa Rica,29848,9.91,-83.69,0
2013-02-18,Perth,,Light,,We saw a light by the dark-side of the moon and by 22:00 it has past to the other side of the moon.,2013-02-18,Australia,1472075,-31.96,115.84,0
2013-02-18,Cape Town,,Light,86400.0,"Blue orb in the sky captured on iphone camera.  ((NUFORC Note:  Lens flare, or flaw in glass or the lens.  Not a UFO, we suspect.  PD))",2013-07-03,South Africa,3546429,-33.93,18.46,0
2013-02-18,Newcastle,,Light,172800.0,Green orb on a fast perfectly vertical descent.,2013-02-28,Australia,500085,-32.92,151.75,0
,Chelyabinsk,,Disk,,DISCLOSURE:  3 UFOS.,2013-08-30,Russia,1058281,55.15,61.43,0
2013-02-10,Jamnagar,,Sphere,,"A mysterious celestial object was reportedly spotted hovering above the world's largest oil refinery in Jamnagar, Gujarat, stirring rum",2015-03-13,India,503563,22.47,70.07,0
2013-02-09,Auckland,,Circle,3456000.0,Red orange shimmering slow moving orb.....new zealand...many more sighted and not reported from the info i have gathered,2013-02-18,New Zealand,429918,-36.85,174.76,0
2013-02-07,San Carlos,,Oval,5400.0,"On the beach in Mexico I saw a flat oval shaped bright shiny UFO high in the sky which hovered, turned and disappeard after 90 seconds.",2013-02-18,Mexico,13247,17.55,-91.15,0
2013-01-25,Perth,,Fireball,3888000.0,Bright Star like object about 45 seconds in Perth WA near the southern cross.,2013-02-04,Australia,1472075,-31.96,115.84,0
2013-01-20,Mar del Plata,,Light,60.0,"Oval bright white light, traveling fast for about a minute, then disappearing.",2013-02-04,Argentina,556477,-38.0,-57.58,0
2013-01-18,Liverpool,,Unknown,900.0,Flashing light.,2014-01-24,UK,468584,53.42,-2.99,0
2013-01-14,Canberra,,Triangle,432000.0,A large black craft with V formation dull glowing lights cruising silently.,2013-02-04,Australia,324736,-35.31,149.13,1
2013-01-13,Monterrey,,Light,900.0,Red light approaching stopped his movement.,2013-02-04,Mexico,1123777,25.67,-100.32,0
2013-01-11,Perth,,Disk,864000.0,UFO seen over Western Australian Skies.,2013-08-30,Australia,1472075,-31.96,115.84,0
2013-01-09,Borehamwood,,Circle,60.0,Circle of blinking white lights.,2013-02-04,UK,32404,51.66,-0.28,0
2013-01-07,Swansea,,Flash,864000.0,"Green pulsating lights over loughor, setting off house and car alarms.",2013-02-04,UK,171146,51.63,-3.96,0
2013-01-03,San Gwann,,Sphere,172800.0,Bright Green sphere of light.  ((NUFORC Note:  Possible meteor?  PD)),2013-02-04,Malta,12378,35.93,14.49,0
2013-01-02,Cheltenham,,Light,7776000.0,"White light in sky makes looping patterns, then fades to orange and flies around 30 miles in 30 seconds.",2014-06-04,UK,104301,51.9,-2.09,0
2013-01-01,London,,Oval,1800.0,Oval cluster lights over NNE London,2013-02-04,UK,7489022,51.52,-0.1,1
2013-01-01,Johannesburg,,Disk,480.0,Triangular and a Disc shaped craft - SOUTH AFRICA.,2013-02-04,South Africa,2091491,-26.19,28.04,0
2013-01-01,Banska Bystrica,,Sphere,120.0,We were watching the fireworks display bringing in the new year in our village when a football size orange light came across the roof t,2013-02-04,Slovakia,82152,48.74,19.15,0
2013-01-01,Norwich,,Oval,,These were real alien craft and very fast and able to stop and make clever formations; fantastic to see.,2013-02-04,UK,178388,52.65,1.28,0
2012-12-31,Constanta,,Sphere,60.0,Large Glowing Sphere Floating in from the Black Sea over the City of Constanta Romania.,2013-02-04,Romania,300704,44.18,28.63,0
2012-12-31,Rotherham,,Light,300.0,Two bright orange lights.,2013-02-04,UK,117582,53.44,-1.35,0
2012-12-27,Homagama,,Cone,,"27 December 2012 around 5.10 in the morning i saw a bright light and i had a flash light in my hand so i flashed it to wise, three time",2013-02-04,Sri Lanka,34977,6.85,80.0,0
2012-12-26,Toa Alta,,Triangle,,"V shaped object traveling from south-east to north-west between Toa Baja and Toa Alta, PR.",2013-02-04,Puerto Rico,4505,18.39,-66.25,0
2012-12-26,Annecy,,Diamond,,Low flying delta shaped object in middle of the day.,2013-02-04,France,48896,45.91,6.12,0
2012-12-25,Richards Bay,,Sphere,120.0,Bright orange object that turned pitch black moving at a constant speed in a Northern direction (South Africa).,2013-02-04,South Africa,274770,-28.8,32.09,0
2012-12-25,Swadlincote,,Light,,Stephen Horrobin 16 Cleveland Close Swadlincote DE11 9EZ United Kingdom  Location Address as shown Postal code as shown This bright lig,2013-02-04,UK,41344,52.78,-1.56,0
2012-12-23,Reykjavik,,Fireball,60.0,Sunlike sphere,2013-02-04,Iceland,114576,64.14,-21.92,1
2012-12-23,Anasco,,Fireball,300.0,"Strange formation traveling over Anasco Puerto Rico,",2013-02-04,Puerto Rico,6188,18.29,-67.14,0
2012-12-23,Jaipur,,Fireball,120.0,We believe it  was a UFO as it was a very bright circle of fire flying  and hovering  like no man made machine does.,2013-02-04,India,2817522,26.92,75.8,0
2012-12-20,Johannesburg,,Fireball,864000.0,Large red/orange light moving fast over Johannesburg. Not an aircraft!,2012-12-20,South Africa,2091491,-26.19,28.04,0
2012-12-20,Tehran,,Light,259200.0,UFO traveled at high speed for 2 seconds changing its path.,2013-02-04,Iran,7160094,35.67,51.43,1
2012-12-18,Caracas,,Circle,259200.0,"Dear gentelmen,  On Tuesday December 18, 2012, at 6:00 Hour Local Time here in Venezuela, I took a picture with an iphone from the balc",2013-02-04,Venezuela,1808937,10.54,-66.93,1
2012-12-18,Caracas,,Disk,,"On Tuesday December 18, 2012, at 6:00 Hour Local Time here in Venezuela, I took a picture with an iphone from the balcony of my apartme",2013-02-04,Venezuela,1808937,10.54,-66.93,1
2012-12-15,Darwen,,Light,,"A trail of light that spiralled extremely quickly ruling out comet, meteor etc.",2012-12-20,UK,32801,53.7,-2.48,0
2012-12-14,Brisbane,,Other,300.0,"Flicker, vanish, reappear, then hit warp speed ... its like they were show boating.. now u see me. now u dont.",2012-12-20,Australia,1891999,-27.46,153.02,0
2012-12-11,Durham,,Other,360.0,"4 red lights in perfect formation, no sound or pulsating lights.",2013-02-04,UK,46406,54.78,-1.6,0
2012-12-07,Dibrugarh,,Changing,210.0,"Red/green light in the South East sky of Dibrugarh, Assam, India.",2012-12-20,India,121951,27.49,94.91,0
2012-12-07,Belgaum,,Sphere,10800.0,"Dear sir, Me and my frnd had gone for a evening walk , at 18:30  We saw a star like object move in sky rapidly  It moved from SW to N",2012-12-20,India,436026,15.86,74.5,0
2012-12-05,Bangkok,,Light,900.0,"UFO sighting, night sky, 2 objects in outer space, bright orange lights, Dec. 5, 2012",2019-01-11,Thailand,4935988,13.73,100.5,1
2012-12-04,Guarenas,,Sphere,,"Me gustaría me enviaran mas información con respecto a la esfera que vi, gracias.",2012-12-20,Venezuela,185010,10.47,-66.62,0
2012-12-04,Akola,,Cylinder,864000.0,"A cylinder cyphor like structure (supersonic) no blades, white in colour,duration 5-10 seconds.",2013-03-03,India,436037,20.71,77.0,0
2012-12-03,Johannesburg,,,120.0,"A loud jet type noise, hovered for a couple of minutes",2012-12-20,South Africa,2091491,-26.19,28.04,0
2012-12-02,Klerksdorp,,Oval,300.0,Red oval object with flat top changing color as moved away,2013-02-04,South Africa,186439,-26.88,26.62,0
2012-11-30,Gurgaon,,Fireball,432000.0,I was coming out of my office when i noticed a red & green ball of fire in the sky travelling at a very high speed. I was not visible.,2012-12-20,India,203692,28.47,77.01,0
2012-11-26,Durban,,Circle,,2 crafts that flash dramatically.,2012-12-20,South Africa,3244028,-29.87,30.99,0
2012-11-25,Nassau,,Light,300.0,"Saw a floating orange-red round light in western Nassau, Bahamas, November 25, 2012, 7:30 pm.",2012-12-20,Bahamas,231519,25.06,-77.33,1
,Bhubaneswar,,Other,90.0,"While our games period was going on, we observed a very peculiar shaped flying object. It was of black color with a shield of aura arou",2012-12-20,India,794039,20.27,85.84,0
2012-11-22,Cape Town,,,120.0,MOON SIZED OBJECT SEEN.,2012-12-20,South Africa,3546429,-33.93,18.46,0
2012-11-19,Bangalore,,Circle,60.0,Red balloon shaped object seen moving right to left across the western sky just after midnight.,2012-11-19,India,5104047,12.97,77.56,0
2012-11-18,Nice,,Triangle,,"Green and blue UFO sighted in Nice, France; two green glowing objects with a blue object between them.",2012-12-20,France,337891,43.7,7.27,0
2012-11-18,Guildford,,Flash,300.0,Two Orange Pulsating Lights.,2012-11-19,UK,72440,51.24,-0.58,0
2012-11-17,Johannesburg,,Light,120.0,"2 bright orange lights moving steadely, no sounds, medium hight",2012-11-19,South Africa,2091491,-26.19,28.04,0
2012-11-17,Cumnock,,Circle,1800.0,Weird lights going from west to east in Ayrshire scotland,2012-11-19,UK,9169,55.45,-4.27,0
2012-11-16,Santo Domingo,,Flash,40.0,"No hablo muy bien el ingles, pero frente de mi casa cuando estaba guardando el carro, noto esa luz diferente a las demás en el cielo y",2012-11-19,Dominican Republic,2253437,18.48,-69.91,1
2012-11-13,Gurgaon,,Fireball,1296000.0,"Yellowish/blue sphere seen in gurgaon sky, india.",2012-11-19,India,203692,28.47,77.01,0
2012-11-11,Macclesfield,,Circle,5184000.0,"Bright orange ball of light approaching fast from South toward Macclesfield, UK.",2012-11-19,UK,51951,53.27,-2.15,0
2012-11-08,Porto,,Light,2592000.0,"The speed the format, everything.",2012-11-19,Portugal,246264,41.15,-8.62,0
2012-11-07,Kuala Lumpur,,Oval,720.0,2 police officers and campers saw a yellowish/red object.,2012-11-19,Malaysia,1482359,3.16,101.71,1
2012-11-07,Koror,,Circle,7200.0,Red and green objects spotted in the sky over Palau,2012-11-19,Palau,11458,7.35,134.51,1
2012-11-05,London,,Circle,60.0,UFO - London 5th November 2012.,2012-11-19,UK,7489022,51.52,-0.1,1
2012-11-04,Pretoria,,Light,432000.0,Fast moving lights across the South African sky,2012-11-04,South Africa,1687779,-25.73,28.22,1
2012-11-01,Leighton Buzzard,,Sphere,300.0,Two seperate fast moving orange spheres observed within 5 mins - Bedfordshire UK,2012-11-19,UK,33608,51.93,-0.67,0
2012-10-29,Slobozia,,Light,300.0,Orange reddish lights seen.,2012-10-30,Romania,5022,44.52,25.23,0
2012-10-29,Slobozia,,Light,300.0,Orange reddish lights seen.,2012-10-30,Romania,52622,44.57,27.38,0
2012-10-27,Lima,,Rectangle,180.0,Moving red and orange colored glowing ball or vertical cylinder,2012-10-30,Peru,7857121,-12.07,-77.05,1
2012-10-24,Dhaka,,Other,1944000.0,"THIS IS TRUE- U CAN HAVE MY WORD!  I was on the roof just staring into space- whole family was there, when I saw a faintly glowing rect",2012-10-30,Bangladesh,6724976,23.7,90.39,1
2012-10-21,Kobe,,Light,86400.0,"At 23:40 I was waching the sky in Kobe, Japan. I saw a very fast silver bright object going east direction west down to the mountains.",2012-10-30,Japan,1535384,34.68,135.17,0
2012-10-20,Berlin,,Unknown,1500.0,"Ovni a berlin. Sorte de tissu noir, flottant en apesanteur, et changeant. Eclairé par en dessous par de pâles mini flash a intermittenc",2012-10-30,Germany,3378275,52.52,13.38,1
2012-10-19,Blandford Forum,,Unknown,300.0,White dot moving in triangular pattern.,2012-10-30,UK,10120,50.87,-2.17,0
2012-10-17,Warsaw,,Unknown,1728000.0,October 17 2012 UFO over Warsaw Poland Daytime,2012-11-19,Poland,1634441,52.26,21.02,1
2012-10-16,Gold Coast,,Egg,3888000.0,"Orb shaped UFO , red and blue flare out",2012-10-30,Australia,523174,-28.07,153.44,0
2012-10-16,Trujillo Alto,,Light,450.0,Bright green light noisy light surrounded by haze caused severe power outage,2012-10-30,Puerto Rico,54866,18.36,-66.02,0
2012-10-15,Jerusalem,,Oval,1800.0,"2 bright white oval lights over a Jerusalem hillside noticed in photograph taken at around 1:00 a.m. of Oct. 15, 2012",2012-11-19,Israel,731731,31.78,35.22,1
2012-10-14,Kabul,,Light,300.0,Comet-like 'star' object seen over Eastern Afghanistan,2012-10-30,Afghanistan,3120963,34.53,69.17,1
2012-10-13,Tonbridge,,Fireball,172800.0,"Laying on sofa ,noticed green ball very quickly descend into tree line.",2012-10-30,UK,37137,51.2,0.28,0
2012-10-13,Seaford,,Light,600.0,Unusual set of 3 lights captured on camera,2012-10-30,UK,22442,50.77,0.1,0
2012-10-13,Glasgow,,Circle,300.0,"Strange Orange Orb over Glasgow, Scotland, UK",2012-10-30,UK,607192,55.87,-4.27,0
2012-10-13,Benidorm,,Changing,660.0,Best UFO Sighting Footage of 2012.,2012-11-04,Spain,70088,38.55,-0.14,0
2012-10-12,Varanasi,,Changing,691200.0,I Witnessed a holographic-like display of about 50 points of light rapidly transforming into various 3-dimensional rectangular shapes,2013-10-14,India,1179484,25.32,83.01,0
2012-10-06,Emerald,,Light,750.0,12 to 14 orange lights travelling from west to south.,2012-10-30,Australia,9408,-23.52,148.16,0
2012-10-04,Pitesti,,Light,390.0,"I was on the porch smoking a cigarette, looking up and I saw something that looked like a normal star, with the exception that it was c",2012-11-04,Romania,167143,44.86,24.87,0
2012-10-02,Klang,,Light,900.0,"Mysterious bright spot in pictures of solar hola from different persons, cameras, locations and nearly same timing",2012-10-30,Malaysia,936664,3.04,101.45,0
2012-09-30,London,,Circle,240.0,An amass of orangey-red dots in formation travelling across the night's sky.,2012-10-30,UK,7489022,51.52,-0.1,1
2012-09-29,Crawley,,Light,180.0,I was just about to put myself in bed. All the lights were off everywhere in the house uncluding bedroom. As sat on my bed to pull cove,2012-10-30,UK,108690,51.13,-0.2,0
2012-09-29,Heredia,,Fireball,900.0,"7 fireballs seen over the sky, Heredia, Costa Rica.",2012-10-30,Costa Rica,22241,10.0,-84.12,0
2012-09-29,San Juan,,Fireball,510.0,"Two orange fireballs over Metropolitan Area in San Juan, Puerto Rico",2012-10-30,Puerto Rico,417154,18.44,-66.13,1
2012-09-28,London,,Circle,60.0,Two glowing orange balls in sky over london,2012-11-04,UK,7489022,51.52,-0.1,1
2012-09-26,Ubud,,,120.0,Strong orange light flickering in the dark cloudy rainy night,2012-10-30,Indonesia,28675,-8.52,115.26,0
2012-09-24,Southport,,Circle,5184000.0,Fast moving fireball.,2012-10-30,UK,93367,53.66,-3.01,0
2012-09-24,Carmarthen,,Triangle,300.0,I seen a Triangle Object in the sky with Red lights on Each side It Moved Forward could have been back or It just moved Then It stopped,2012-09-24,UK,15400,51.86,-4.32,0
2012-09-22,Napier,,Unknown,600.0,"8 bright intense round lights, appearing in twos, following the exact same path at slightly different times with no noise.",2012-11-19,New Zealand,57063,-39.49,176.9,0
2012-09-21,Derby,,Other,1296000.0,"Long wiggly object, completely covered in white lights.",2012-09-24,UK,236245,52.92,-1.5,0
2012-09-21,Glasgow,,Circle,864000.0,6 to 10 very bright circular object moving from east to west in a clear cloudless night sky,2012-09-24,UK,607192,55.87,-4.27,0
2012-09-21,Wolverhampton,,Changing,1555200.0,VERY LARGE CRAFT WITH LIGHTS AT BOTH ENDS MOVING SILENTLY DOWN THE STREET AT ROOFTOP LEVEL,2012-09-24,UK,252874,52.59,-2.15,0
2012-09-21,Newcastle upon Tyne,,Fireball,420.0,Orange/green fireball with 2 whiteish balls following east to west over north uk,2012-10-30,UK,192870,55.0,-1.6,0
2012-09-21,Alfreton,,Fireball,2592000.0,Main fireball with trail of flames behind dropping off large and slow Alfreton UK,2012-09-24,UK,22584,53.08,-1.37,0
2012-09-20,Dublin,,Fireball,60.0,"Fireball, Ireland, odors, unusual flight pattern.",2012-09-24,Ireland,1030431,53.33,-6.25,1
2012-09-17,Okinawa,,Light,1800.0,Strange light hovering above Kadena Airbase,2012-09-24,Japan,126683,26.34,127.79,0
