"lat","lng","freq","city","state","state_code","mean_dur"
19.0698,-155.5751,1,"naalehu","hawaii","HI",7776000
19.4961,-154.9454,2,"pahoa","hawaii","HI",518400
19.4995,-155.8937,4,"captain cook","hawaii","HI",645
19.5286,-155.9033,1,"kealakekua","hawaii","HI",3600
19.5358,-155.1596,1,"mountain view","hawaii","HI",300
19.5833,-155.0721,1,"kurtistown","hawaii","HI",5184000
19.6156,-155.0372,9,"keaau","hawaii","HI",356610
19.6238,-155.9269,1,"holualoa","hawaii","HI",300
19.6886,-155.0864,10,"hilo","hawaii","HI",733.333333333333
20.0124,-155.6378,2,"waimea","hawaii","HI",2505600
20.0746,-155.4656,2,"honokaa","hawaii","HI",90
20.2267,-155.805,2,"kapaau","hawaii","HI",864060
20.6873,-156.4291,3,"wailea","hawaii","HI",1340
20.7653,-156.4454,20,"kihei","hawaii","HI",399933.333333333
20.7706,-156.3284,3,"kula","hawaii","HI",864225
20.772,-156.0107,5,"hana","hawaii","HI",656940
20.8329,-156.3415,3,"pukalani","hawaii","HI",270
20.8391,-156.5221,1,"waikapu","hawaii","HI",3888000
20.848,-156.319,5,"makawao","hawaii","HI",657048
20.8715,-156.4603,8,"kahului","hawaii","HI",864518.571428571
20.8834,-156.5059,9,"wailuku","hawaii","HI",29520
20.8848,-156.6618,20,"lahaina","hawaii","HI",499771.666666667
20.9062,-156.3678,1,"paia","hawaii","HI",120
20.9276,-156.6795,4,"kaanapali","hawaii","HI",217.5
20.9959,-156.6418,1,"kapalua","hawaii","HI",NA
21.0905,-156.9981,4,"kaunakakai","hawaii","HI",2250
21.3181,-158.0073,14,"ewa beach","hawaii","HI",113873.076923077
21.3215,-158.0812,1,"kalaeloa","hawaii","HI",240
21.3294,-157.846,94,"honolulu","hawaii","HI",406704.21686747
21.3403,-158.0665,6,"kapolei","hawaii","HI",64848.75
21.3421,-157.7303,5,"waimanalo","hawaii","HI",108225
21.3858,-158.0103,2,"waipahu","hawaii","HI",NA
21.3865,-157.9232,4,"aiea","hawaii","HI",43702.5
21.3892,-158.1445,2,"nanakuli","hawaii","HI",765
21.392,-157.7396,9,"kailua","hawaii","HI",595710
21.4031,-157.9566,1,"pearl city","hawaii","HI",60
21.4062,-157.7904,8,"kaneohe","hawaii","HI",1107461.25
21.4143,-157.9965,1,"waipio","hawaii","HI",216000
21.4569,-158.1759,11,"waianae","hawaii","HI",225420
21.4734,-158.2103,1,"makaha","hawaii","HI",864000
21.4936,-158.0617,4,"schofield barracks","hawaii","HI",216527
21.5005,-158.0198,10,"wahiawa","hawaii","HI",73330
21.566,-158.1198,2,"waialua","hawaii","HI",1296300
21.5775,-158.1487,3,"mokuleia","hawaii","HI",480
21.5871,-158.1074,9,"haleiwa","hawaii","HI",231513.333333333
21.6111,-157.9118,1,"hauula","hawaii","HI",480
21.6443,-157.928,2,"laie","hawaii","HI",315
21.6793,-157.9473,3,"kahuku","hawaii","HI",1641680
21.8834,-159.46,2,"poipu","hawaii","HI",120
21.903,-159.461,1,"koloa","hawaii","HI",1200
21.9159,-159.5236,1,"kalaheo","hawaii","HI",120
21.9684,-159.7141,3,"kekaha","hawaii","HI",1400
21.9728,-159.3541,9,"lihue","hawaii","HI",1117.5
22.055,-159.3406,3,"wailua","hawaii","HI",576520
22.091,-159.352,9,"kapaa","hawaii","HI",1028437.5
22.1455,-159.3151,3,"anahola","hawaii","HI",147620
22.2041,-159.4977,1,"hanalei","hawaii","HI",NA
22.2108,-159.3964,2,"kilauea","hawaii","HI",1814400
22.2177,-159.4809,1,"princeville","hawaii","HI",150
22.2186,-159.561,1,"haena","hawaii","HI",240
24.5637,-81.7768,16,"key west","florida","FL",564718.333333333
24.5915,-81.6574,1,"big coppitt key","florida","FL",120
24.6746,-81.4986,2,"cudjoe key","florida","FL",130500
24.6892,-81.3676,4,"big pine key","florida","FL",799202.5
24.7233,-81.0215,2,"key colony beach","florida","FL",173100
24.7262,-81.0376,9,"marathon","florida","FL",395108.571428571
24.771,-80.9132,2,"duck key","florida","FL",432090
24.8246,-80.8128,1,"layton","florida","FL",1728000
25.0188,-80.5132,1,"tavernier","florida","FL",120
25.1224,-80.412,11,"key largo","florida","FL",22384
25.4418,-80.4685,2,"florida city","florida","FL",1440
25.4665,-80.4472,26,"homestead","florida","FL",199362.291666667
25.5765,-80.3356,4,"cutler bay","florida","FL",400
25.622,-80.3221,3,"palmetto bay","florida","FL",260
25.6697,-80.3556,8,"kendall","florida","FL",1642185
25.6908,-80.1653,2,"key biscayne","florida","FL",NA
25.7037,-80.2715,6,"coral gables","florida","FL",180270
25.7469,-80.3684,1,"university park","florida","FL",NA
25.7578,-80.2969,1,"west miami","florida","FL",10800
25.7839,-80.2102,250,"miami","florida","FL",412623.285046729
25.8151,-80.3565,4,"doral","florida","FL",5002.5
25.8171,-80.1396,22,"miami beach","florida","FL",701799.473684211
25.8195,-80.2894,1,"miami springs","florida","FL",NA
25.8579,-81.3862,4,"everglades","florida","FL",160
25.867,-80.1779,1,"miami shores","florida","FL",216000
25.8696,-80.3046,16,"hialeah","florida","FL",412146.923076923
25.8878,-80.3569,1,"hialeah gardens","florida","FL",180
25.9007,-80.1686,6,"north miami","florida","FL",1004610
25.9125,-80.3214,8,"miami lakes","florida","FL",648255
25.9302,-80.166,8,"north miami beach","florida","FL",648131.25
25.933,-81.6993,10,"marco island","florida","FL",68420
25.9385,-80.1246,3,"sunny isles beach","florida","FL",NA
25.9565,-80.1372,8,"aventura","florida","FL",270296.25
25.966,-80.121,2,"golden beach","florida","FL",2850
25.9773,-80.3351,11,"miramar","florida","FL",91167
25.984,-80.1923,1,"west park","florida","FL",NA
25.9854,-80.1423,3,"hallandale beach","florida","FL",61400
25.998,-97.4565,13,"brownsville","texas","TX",137746.363636364
26.0128,-80.3382,22,"pembroke pines","florida","FL",189046.363636364
26.0294,-80.1679,31,"hollywood","florida","FL",685852.5
26.0361,-97.5568,4,"rancho viejo","texas","TX",1684830
26.0463,-80.2862,6,"cooper city","florida","FL",453675
26.0476,-80.375,1,"southwest ranches","florida","FL",300
26.054,-97.2505,3,"port isabel","texas","TX",2160200
26.0594,-80.1637,5,"dania beach","florida","FL",186
26.0734,-97.8199,1,"bluetown","texas","TX",1800
26.075,-97.4877,1,"los fresnos","texas","TX",900
26.0767,-97.8464,1,"santa maria","texas","TX",2700
26.0789,-80.287,47,"davie","florida","FL",196582.372093023
26.1006,-80.4054,21,"weston","florida","FL",381981.176470588
26.1075,-97.2967,2,"laguna vista","texas","TX",300
26.1218,-97.1703,3,"south padre island","texas","TX",1094600
26.126,-80.2617,24,"plantation","florida","FL",756503.181818182
26.1298,-97.644,4,"san benito","texas","TX",648137.5
26.1324,-97.397,1,"bayview","texas","TX",259200
26.1412,-80.1464,65,"fort lauderdale","florida","FL",372004.6
26.1504,-81.7936,90,"naples","florida","FL",489449.012048193
26.1533,-97.9129,2,"mercedes","texas","TX",2400
26.1544,-97.8255,2,"la feria","texas","TX",240
26.1547,-80.2997,22,"sunrise","florida","FL",246850.5
26.1593,-80.1395,2,"wilton manors","florida","FL",216150
26.1605,-80.2242,5,"lauderhill","florida","FL",22065
26.1648,-97.9898,4,"weslaco","texas","TX",1094400
26.1685,-98.1904,1,"pharr","texas","TX",172800
26.178,-80.1528,12,"oakland park","florida","FL",536236.363636364
26.1811,-98.1177,2,"alamo","texas","TX",510
26.1903,-98.152,2,"san juan","texas","TX",570
26.1917,-97.6976,5,"harlingen","texas","TX",346002
26.199,-80.0972,3,"lauderdale-by-the-sea","florida","FL",86840
26.2041,-98.3251,3,"mission","texas","TX",145100
26.2056,-80.2542,8,"tamarac","florida","FL",741442.142857143
26.2113,-80.2209,5,"north lauderdale","florida","FL",255
26.2273,-98.2471,11,"mcallen","texas","TX",139311.818181818
26.2347,-97.5817,3,"rio hondo","texas","TX",1005
26.2428,-80.1312,32,"pompano beach","florida","FL",84257.5862068966
26.2444,-97.7254,1,"combes","texas","TX",180
26.2466,-80.2119,8,"margate","florida","FL",160855.714285714
26.2702,-80.2591,46,"coral springs","florida","FL",219870.769230769
26.2752,-98.5644,2,"sullivan city","texas","TX",240
26.2785,-80.0891,1,"lighthouse point","florida","FL",480
26.2803,-80.1842,10,"coconut creek","florida","FL",915
26.305,-80.1277,16,"deerfield beach","florida","FL",237858.75
26.3197,-98.1596,8,"edinburg","texas","TX",370628.571428571
26.3218,-80.2533,7,"parkland","florida","FL",1234416
26.3559,-81.7861,10,"bonita springs","florida","FL",160542
26.3752,-80.108,53,"boca raton","florida","FL",406284.782608696
26.4277,-81.7951,6,"estero","florida","FL",87455
26.4324,-81.9168,8,"fort myers beach","florida","FL",62005.7142857143
26.4534,-82.1023,2,"sanibel","florida","FL",1350
26.455,-80.0905,49,"delray beach","florida","FL",243646.666666667
26.4759,-97.7769,2,"raymondville","texas","TX",780
26.5205,-82.191,22,"captiva","florida","FL",103828.235294118
26.5281,-80.0811,38,"boynton beach","florida","FL",516559.714285714
26.5834,-80.0564,9,"lantana","florida","FL",3063.125
26.5899,-80.039,1,"south palm beach","florida","FL",1050
26.612,-81.6388,21,"lehigh acres","florida","FL",268741.578947368
26.6195,-81.8303,50,"fort myers","florida","FL",275001.52173913
26.6196,-80.0591,51,"lake worth","florida","FL",735898.776595745
26.6272,-80.1371,2,"greenacres","florida","FL",6566550
26.6349,-80.0968,5,"palm springs","florida","FL",173115
26.6446,-81.9956,90,"cape coral","florida","FL",318763.292682927
26.6461,-80.2699,32,"wellington","florida","FL",540400.357142857
26.6758,-81.8171,4,"tice","florida","FL",7215
26.692,-80.6672,2,"belle glade","florida","FL",660
26.6932,-80.0406,5,"palm beach","florida","FL",571200
26.7038,-80.2241,30,"royal palm beach","florida","FL",90830.8333333333
26.7219,-81.4506,4,"labelle","florida","FL",183900
26.7243,-81.8491,4,"north fort myers","florida","FL",43420
26.7468,-80.1316,61,"west palm beach","florida","FL",361105.277777778
26.7812,-80.0742,3,"riviera beach","florida","FL",1650
26.7998,-80.068,1,"lake park","florida","FL",7200
26.8216,-80.0576,5,"north palm beach","florida","FL",1668
26.8466,-80.1679,16,"palm beach gardens","florida","FL",337942.5
26.8625,-80.6223,1,"canal point","florida","FL",2592000
26.8755,-80.0589,3,"juno beach","florida","FL",1100
26.8845,-82.2791,1,"rotonda","florida","FL",1800
26.8933,-82.0516,16,"punta gorda","florida","FL",602543.125
26.9199,-80.1128,35,"jupiter","florida","FL",27226.3636363636
26.9226,-82.3537,1,"manasota key","florida","FL",3600
26.9603,-82.3535,29,"englewood","florida","FL",383154.285714286
26.9618,-80.1011,3,"tequesta","florida","FL",340
26.9918,-82.114,43,"port charlotte","florida","FL",403864.390243902
27.0577,-82.1975,37,"north port","florida","FL",455161.578947368
27.0729,-80.1425,9,"hobe sound","florida","FL",32993.75
27.1163,-82.4135,31,"venice","florida","FL",292092.857142857
27.1227,-82.437,6,"nokomis","florida","FL",1135
27.133,-80.8868,3,"buckhead ridge","florida","FL",360
27.1736,-80.2861,12,"palm city","florida","FL",424221.818181818
27.1914,-82.48,6,"osprey","florida","FL",520140
27.1958,-80.2438,20,"stuart","florida","FL",264501.666666667
27.2213,-81.8587,8,"arcadia","florida","FL",936620
27.2414,-80.8298,13,"okeechobee","florida","FL",180835
27.2438,-80.2423,13,"jensen beach","florida","FL",720345
27.2779,-82.5516,8,"siesta key","florida","FL",1395111.42857143
27.2796,-80.3883,75,"port st. lucie","florida","FL",255138.188405797
27.2977,-81.3715,7,"lake placid","florida","FL",13868.5714285714
27.3239,-98.686,1,"hebbronville","texas","TX",900
27.3386,-82.5431,99,"sarasota","florida","FL",194386.580645161
27.3926,-82.6341,6,"longboat key","florida","FL",216450
27.4186,-97.8476,1,"ricardo","texas","TX",180
27.4256,-80.3431,14,"fort pierce","florida","FL",246611.272727273
27.4649,-82.6957,2,"bradenton beach","florida","FL",1500
27.4668,-82.6687,1,"cortez","florida","FL",600
27.477,-81.453,16,"sebring","florida","FL",585576.8
27.49,-82.5739,54,"bradenton","florida","FL",255100.625
27.4926,-81.7869,1,"zolfo springs","florida","FL",NA
27.5094,-97.8611,1,"kingsville","texas","TX",600
27.5108,-82.7153,4,"holmes beach","florida","FL",58000
27.5251,-82.575,6,"palmetto","florida","FL",192
27.5266,-82.5261,2,"ellenton","florida","FL",86550
27.5297,-82.7339,1,"anna maria","florida","FL",NA
27.5469,-81.8101,2,"wauchula","florida","FL",1890
27.5629,-99.4875,10,"laredo","texas","TX",506408.571428571
27.5883,-80.3435,1,"south beach","florida","FL",180
27.5908,-81.5081,3,"avon park","florida","FL",648450
27.5969,-98.4137,1,"benavides","texas","TX",300
27.638,-81.8244,1,"bowling green","florida","FL",NA
27.6463,-80.393,52,"vero beach","florida","FL",577029.891304348
27.6685,-82.7304,1,"tierra verde","florida","FL",300
27.673,-97.751,1,"driscoll","texas","TX",1500
27.6993,-80.8871,2,"yeehaw junction","florida","FL",465
27.7065,-82.4209,9,"ruskin","florida","FL",115520
27.7084,-80.3851,1,"indian river shores","florida","FL",240
27.7235,-82.7387,1,"st. pete beach","florida","FL",172800
27.7241,-80.5975,1,"fellsmere","florida","FL",600
27.726,-97.3755,62,"corpus christi","texas","TX",767926.2
27.7493,-81.5252,3,"frostproof","florida","FL",86500
27.7526,-82.7394,1,"south pasadena","florida","FL",7776000
27.7556,-98.0653,6,"alice","texas","TX",525
27.7569,-80.3991,1,"wabasso beach","florida","FL",600
27.7609,-98.2389,2,"san diego","texas","TX",90
27.7618,-82.4002,7,"apollo beach","florida","FL",1080240
27.774,-82.7663,1,"treasure island","florida","FL",2250
27.7882,-80.4813,10,"sebastian","florida","FL",60891
27.7886,-97.6685,2,"robstown","texas","TX",360
27.7931,-82.6652,89,"st. petersburg","florida","FL",378779.2
27.7985,-82.7887,1,"madeira beach","florida","FL",1200
27.8102,-97.0875,3,"port aransas","texas","TX",115290
27.8128,-82.8096,1,"redington beach","florida","FL",600
27.8155,-82.7162,3,"kenneth city","florida","FL",490
27.8181,-81.8269,1,"homeland","florida","FL",432000
27.8227,-82.3023,17,"riverview","florida","FL",58122
27.826,-82.3761,5,"gibsonton","florida","FL",155724
27.8293,-82.8278,1,"redington shores","florida","FL",1728000
27.8342,-81.5281,2,"babson park","florida","FL",720
27.8435,-82.7839,14,"seminole","florida","FL",79414.0909090909
27.8536,-82.8438,2,"indian shores","florida","FL",108900
27.8589,-82.7078,21,"pinellas park","florida","FL",133562.307692308
27.8683,-80.51,4,"micco","florida","FL",577550
27.87,-97.2077,3,"ingleside","texas","TX",290
27.8823,-98.6181,3,"freer","texas","TX",150
27.8868,-81.8213,3,"bartow","florida","FL",864670
27.8877,-97.1134,2,"aransas pass","texas","TX",9120
27.8911,-97.3284,5,"portland","texas","TX",864150
27.8961,-82.8444,10,"indian rocks beach","florida","FL",1200840
27.9058,-81.9872,3,"mulberry","florida","FL",320
27.9088,-82.7711,44,"largo","florida","FL",1234421.73913043
27.9193,-82.2293,16,"valrico","florida","FL",740690.625
27.9195,-81.5961,25,"lake wales","florida","FL",558272.727272727
27.9322,-80.5655,2,"grant-valkaria","florida","FL",240
27.9367,-82.3,30,"brandon","florida","FL",496233.333333333
27.955,-80.6627,31,"palm bay","florida","FL",432489.074074074
27.9562,-97.9386,1,"orange grove","texas","TX",60
27.9609,-97.6754,1,"edroy","texas","TX",NA
27.9789,-82.7622,55,"clearwater","florida","FL",539397.395833333
27.9842,-81.6198,1,"waverly","florida","FL",3600
27.9885,-80.5781,4,"malabar","florida","FL",532.5
27.9927,-82.2198,4,"dover","florida","FL",217950
27.9942,-82.4451,169,"tampa","florida","FL",385416.422818792
27.9981,-82.2735,5,"seffner","florida","FL",960
28.008,-82.6964,5,"safety harbor","florida","FL",56850
28.0118,-81.7017,21,"winter haven","florida","FL",360610.944444444
28.014,-82.1201,18,"plant city","florida","FL",383174
28.029,-97.0722,3,"rockport","texas","TX",9000
28.0329,-82.7863,20,"dunedin","florida","FL",401111.5625
28.0392,-97.5154,1,"sinton","texas","TX",432000
28.041,-99.3546,2,"encinal","texas","TX",1050
28.0437,-82.3774,3,"temple terrace","florida","FL",864090
28.0465,-82.291,7,"thonotosassa","florida","FL",72702.5
28.0507,-82.6698,10,"oldsmar","florida","FL",259884
28.0556,-81.9545,51,"lakeland","florida","FL",242980.465116279
28.0668,-80.561,10,"melbourne beach","florida","FL",192476.666666667
28.0693,-80.6734,2,"west melbourne","florida","FL",450
28.0706,-97.0428,1,"fulton","texas","TX",7200
28.0847,-82.7481,21,"palm harbor","florida","FL",592251
28.087,-80.57,12,"indialantic","florida","FL",31685.4545454545
28.0909,-97.817,1,"mathis","texas","TX",300
28.0962,-81.8011,1,"auburndale","florida","FL",NA
28.1041,-81.7264,2,"lake alfred","florida","FL",600
28.1085,-80.6627,51,"melbourne","florida","FL",619832.659574468
28.11,-81.6157,6,"haines city","florida","FL",144360.166666667
28.1217,-81.482,7,"poinciana","florida","FL",433535
28.1396,-82.4467,10,"lutz","florida","FL",173229.5
28.1493,-82.7623,10,"tarpon springs","florida","FL",249743.333333333
28.153,-80.5976,4,"indian harbour beach","florida","FL",108150
28.1588,-81.6084,21,"davenport","florida","FL",283623.333333333
28.1782,-80.6019,14,"satellite beach","florida","FL",138458.181818182
28.1805,-81.8295,6,"polk city","florida","FL",144850
28.1809,-82.6581,3,"trinity","florida","FL",120
28.182,-82.553,3,"odessa","florida","FL",438020
28.1864,-82.7429,24,"holiday","florida","FL",1296630
28.2075,-82.4476,1,"land o' lakes","florida","FL",NA
28.2106,-82.3238,18,"wesley chapel","florida","FL",635173.8
28.2294,-81.2829,12,"st. cloud","florida","FL",144242.5
28.2381,-81.5685,1,"loughman","florida","FL",300
28.2408,-82.1796,15,"zephyrhills","florida","FL",518720.769230769
28.2468,-82.717,38,"new port richey","florida","FL",682515.405405405
28.2758,-82.725,17,"port richey","florida","FL",616569.375
28.3042,-81.4164,33,"kissimmee","florida","FL",222428
28.3102,-81.551,2,"celebration","florida","FL",1296060
28.3146,-80.6713,21,"merritt island","florida","FL",307635.789473684
28.3201,-80.732,4,"rockledge","florida","FL",1944142.5
28.33,-98.1183,1,"george west","texas","TX",180
28.3326,-80.6274,14,"cocoa beach","florida","FL",151555
28.3396,-82.2787,3,"san antonio","florida","FL",390
28.3568,-82.1942,13,"dade city","florida","FL",61749
28.3594,-82.6888,11,"hudson","florida","FL",26412
28.3611,-81.4357,1,"hunters creek","florida","FL",600
28.379,-81.5262,3,"lake buena vista","florida","FL",NA
28.382,-80.7674,19,"cocoa","florida","FL",446300.625
28.3871,-81.5751,1,"bay lake","florida","FL",240
28.3933,-80.605,17,"cape canaveral","florida","FL",89505
28.4015,-81.4461,1,"williamsburg","florida","FL",150
28.4308,-82.6669,1,"aripeka","florida","FL",8
28.4364,-99.2367,9,"cotulla","texas","TX",288640
28.4417,-82.461,1,"masaryktown","florida","FL",2592000
28.4598,-98.5488,2,"tilden","texas","TX",300
28.4608,-98.8114,1,"fowlerton","texas","TX",172800
28.4668,-98.1784,3,"three rivers","texas","TX",560
28.4771,-80.7874,2,"port st. john","florida","FL",NA
28.4772,-81.3369,294,"orlando","florida","FL",597535
28.4797,-82.53,43,"spring hill","florida","FL",212936.052631579
28.5035,-81.541,3,"windermere","florida","FL",864080
28.517,-82.5774,6,"weeki wachee","florida","FL",850
28.5402,-81.7259,36,"clermont","florida","FL",533639.2
28.5404,-82.3903,25,"brooksville","florida","FL",559894.090909091
28.5421,-81.5966,8,"winter garden","florida","FL",62460
28.5699,-99.5702,1,"big wells","texas","TX",2592000
28.5727,-80.8193,25,"titusville","florida","FL",316647
28.5787,-81.5338,7,"ocoee","florida","FL",698470
28.5971,-81.6787,2,"montverde","florida","FL",180
28.5987,-81.3438,16,"winter park","florida","FL",81230
28.6021,-81.8204,2,"groveland","florida","FL",1230
28.611,-81.9107,1,"mascotte","florida","FL",20
28.6295,-81.3717,4,"maitland","florida","FL",583320
28.638,-81.1159,2,"chuluota","florida","FL",390
28.6484,-81.3458,1,"fern park","florida","FL",NA
28.658,-81.1872,13,"oviedo","florida","FL",471769.090909091
28.6615,-81.3953,16,"altamonte springs","florida","FL",216158
28.6625,-81.3218,10,"casselberry","florida","FL",336363.333333333
28.6675,-99.1765,1,"dilley","texas","TX",475200
28.6708,-97.3916,1,"goliad","texas","TX",172800
28.6856,-82.116,2,"bushnell","florida","FL",217350
28.6889,-81.2704,13,"winter springs","florida","FL",813955
28.6909,-99.8257,1,"crystal city","texas","TX",432000
28.6928,-80.8468,4,"mims","florida","FL",405
28.6973,-95.9667,2,"matagorda","texas","TX",900
28.7014,-81.5304,17,"apopka","florida","FL",274072
28.7014,-81.3487,23,"longwood","florida","FL",151250.869565217
28.7065,-82.309,3,"floral city","florida","FL",734460
28.7125,-100.484,6,"eagle pass","texas","TX",1159.375
28.7198,-96.235,2,"palacios","texas","TX",3750
28.7377,-81.1143,3,"geneva","florida","FL",576180
28.7509,-81.8194,1,"yalaha","florida","FL",360
28.7592,-81.3359,8,"lake mary","florida","FL",1800
28.7657,-81.8996,4,"leesburg","florida","FL",66690
28.7753,-81.3721,1,"heathrow","florida","FL",180
28.7849,-82.6079,7,"homosassa","florida","FL",401751.428571429
28.7878,-82.1318,2,"lake panasoffkee","florida","FL",2592000
28.7893,-81.276,42,"sanford","florida","FL",66835.75
28.7921,-81.7353,3,"tavares","florida","FL",2500
28.7924,-81.2314,1,"midway","florida","FL",1728000
28.8014,-82.0058,3,"wildwood","florida","FL",2440.66666666667
28.8087,-81.5631,2,"sorrento","florida","FL",300
28.8143,-81.6344,2,"mount dora","florida","FL",648090
28.8285,-96.985,9,"victoria","texas","TX",790362.857142857
28.8397,-82.3437,9,"inverness","florida","FL",634630
28.856,-81.6781,8,"eustis","florida","FL",951.428571428571
28.8593,-98.7006,1,"charlotte","texas","TX",60
28.8815,-81.324,7,"debary","florida","FL",741004.285714286
28.8859,-97.7134,1,"runge","texas","TX",60
28.8885,-99.0988,3,"pearsall","texas","TX",86560
28.8964,-82.5992,5,"crystal river","florida","FL",432750
28.9021,-81.9888,8,"the villages","florida","FL",101120
28.905,-81.2137,31,"deltona","florida","FL",730671.666666667
28.9175,-82.4541,4,"beverly hills","florida","FL",1140
28.9241,-81.9299,5,"lady lake","florida","FL",145220
28.9273,-81.6651,2,"umatilla","florida","FL",691200
28.9347,-81.2881,4,"orange city","florida","FL",648090
28.9451,-82.3781,5,"hernando","florida","FL",259296
28.9454,-95.3601,7,"freeport","texas","TX",188750
28.9487,-99.8483,1,"la pryor","texas","TX",1296000
28.9594,-80.9407,8,"edgewater","florida","FL",121980
28.9643,-98.4957,3,"pleasanton","texas","TX",880
28.9752,-95.4714,1,"jones creek","texas","TX",3888000
28.9757,-96.6483,2,"edna","texas","TX",1920
28.9828,-81.2306,1,"lake helen","florida","FL",180
28.9838,-95.9601,5,"bay city","texas","TX",52368
28.9931,-82.4595,6,"citrus springs","florida","FL",518832
29.0224,-81.2873,15,"deland","florida","FL",58412
29.0249,-80.9651,11,"new smyrna beach","florida","FL",914233.333333333
29.0334,-82.7326,2,"yankeetown","florida","FL",217800
29.0372,-98.5728,1,"poteet","texas","TX",NA
29.0455,-95.5673,1,"brazoria","texas","TX",172800
29.0464,-95.6986,2,"sweeny","texas","TX",1650
29.0516,-95.4522,8,"lake jackson","texas","TX",907352.166666667
29.0529,-82.441,10,"dunnellon","florida","FL",63534482.5
29.0574,-99.0068,1,"moore","texas","TX",900
29.0609,-82.0565,3,"belleview","florida","FL",360
29.0619,-98.8522,1,"bigfoot","texas","TX",2592000
29.0726,-98.0809,1,"poth","texas","TX",NA
29.0927,-80.9473,2,"ponce inlet","florida","FL",12600
29.1024,-97.2871,2,"cuero","texas","TX",150
29.1084,-81.0137,13,"port orange","florida","FL",499096.153846154
29.14,-98.163,2,"floresville","texas","TX",390
29.1457,-98.9049,1,"devine","texas","TX",3888000
29.1656,-81.0056,7,"south daytona","florida","FL",49491.4285714286
29.1718,-95.4291,8,"angleton","texas","TX",238035
29.1723,-80.9808,2,"daytona beach shores","florida","FL",330
29.178,-82.1511,59,"ocala","florida","FL",233327.5
29.1905,-94.9801,1,"jamaica beach","texas","TX",7776000
29.1994,-81.0982,30,"daytona beach","florida","FL",487283.333333333
29.2134,-90.0306,2,"grand isle","louisiana","LA",259230
29.2153,-99.7782,3,"uvalde","texas","TX",2592000
29.2401,-81.4559,2,"pierson","florida","FL",651600
29.2443,-81.0463,3,"holly hill","florida","FL",540
29.2487,-94.891,27,"galveston","texas","TX",234900.833333333
29.2698,-97.7658,1,"nixon","texas","TX",1620
29.2713,-97.6376,1,"smiley","texas","TX",60
29.2802,-98.6556,1,"von ormy","texas","TX",1080000
29.2811,-82.44,2,"morriston","florida","FL",1296000
29.2875,-89.3637,3,"venice","louisiana","LA",1350
29.2945,-95.025,1,"hitchcock","texas","TX",14400
29.296,-81.1003,26,"ormond beach","florida","FL",525388.75
29.2991,-103.5795,2,"terlingua","texas","TX",630
29.3018,-95.2744,1,"liverpool","texas","TX",3600
29.3528,-89.5248,2,"buras","louisiana","LA",210
29.3531,-99.162,2,"hondo","texas","TX",648450
29.369,-94.9957,1,"la marque","texas","TX",2592000
29.3708,-100.88,6,"del rio","texas","TX",403700
29.3734,-82.4578,6,"williston","florida","FL",96924
29.3867,-98.6179,1,"lackland afb","texas","TX",60
29.3871,-95.2933,16,"alvin","texas","TX",392956.153846154
29.3876,-90.2739,1,"golden meadow","louisiana","LA",3888000
29.3892,-95.1005,5,"santa fe","texas","TX",1209828
29.3957,-95.8387,1,"needville","texas","TX",300
29.4128,-94.9658,11,"texas city","texas","TX",442009.090909091
29.4193,-81.3232,4,"bunnell","florida","FL",648225
29.4197,-98.2046,1,"st. hedwig","texas","TX",480
29.4332,-97.1734,1,"shiner","texas","TX",3888000
29.4429,-96.9436,1,"hallettsville","texas","TX",2592000
29.4455,-90.594,1,"chauvin","louisiana","LA",NA
29.447,-90.3096,1,"galliano","louisiana","LA",900
29.4499,-83.2818,1,"horseshoe beach","florida","FL",300
29.4546,-95.0583,7,"dickinson","texas","TX",288740
29.4658,-98.5253,181,"san antonio","texas","TX",328744.092356688
29.4716,-81.1303,6,"flagler beach","florida","FL",3255
29.4873,-95.1087,14,"league city","texas","TX",285462
29.4923,-82.8682,2,"chiefland","florida","FL",NA
29.4954,-98.6143,1,"leon valley","texas","TX",NA
29.5043,-89.7203,1,"port sulphur","louisiana","LA",345600
29.506,-82.2806,2,"micanopy","florida","FL",1382400
29.5091,-98.3084,4,"converse","texas","TX",324060
29.5111,-95.1979,10,"friendswood","texas","TX",173088
29.5164,-90.3291,5,"cut off","louisiana","LA",852
29.5165,-81.1476,1,"beverly beach","florida","FL",2400
29.5307,-95.0194,4,"kemah","texas","TX",340
29.5317,-95.1188,6,"webster","texas","TX",2379220
29.5392,-81.246,33,"palm coast","florida","FL",139448.75
29.54,-82.5186,1,"archer","florida","FL",1296000
29.5448,-95.0865,1,"nassau bay","texas","TX",302400
29.546,-95.822,1,"rosenberg","texas","TX",300
29.5521,-98.3074,2,"universal city","texas","TX",540
29.5545,-98.3404,1,"live oak","texas","TX",2592000
29.5585,-95.3215,14,"pearland","texas","TX",429188.333333333
29.5603,-104.3653,1,"presidio","texas","TX",7200
29.563,-95.5365,1,"missouri city","texas","TX",3600
29.5639,-98.2123,2,"cibolo","texas","TX",320
29.5649,-98.2537,3,"schertz","texas","TX",289000
29.5669,-90.3751,1,"larose","louisiana","LA",NA
29.5693,-98.6956,15,"helotes","texas","TX",194700
29.5726,-98.143,1,"marion","texas","TX",600
29.5751,-95.0236,4,"seabrook","texas","TX",108330
29.5799,-90.7058,12,"houma","louisiana","LA",237954
29.5825,-95.7602,8,"richmond","texas","TX",1485202.5
