"state","year","freq","state_code","mean_dur"
"new mexico",2019,79,"NM",448897.916666667
"new mexico",2020,69,"NM",401465.454545455
"new mexico",2021,7,"NM",518550
"new mexico",NA,14,"NM",144441.166666667
"new york",1930,1,"NY",NA
"new york",1952,1,"NY",600
"new york",1954,1,"NY",120
"new york",1957,1,"NY",210
"new york",1959,1,"NY",900
"new york",1960,3,"NY",432430
"new york",1961,1,"NY",900
"new york",1962,2,"NY",210
"new york",1963,1,"NY",600
"new york",1965,7,"NY",536016
"new york",1966,2,"NY",1830
"new york",1967,2,"NY",3888600
"new york",1968,2,"NY",1860
"new york",1969,3,"NY",43800
"new york",1970,3,"NY",270
"new york",1972,1,"NY",600
"new york",1973,2,"NY",675
"new york",1974,6,"NY",763520
"new york",1975,6,"NY",1080290
"new york",1976,5,"NY",972
"new york",1977,2,"NY",1275
"new york",1978,6,"NY",518496
"new york",1979,6,"NY",433420
"new york",1980,1,"NY",300
"new york",1981,1,"NY",12600
"new york",1983,5,"NY",492
"new york",1984,2,"NY",432090
"new york",1985,1,"NY",600
"new york",1986,1,"NY",300
"new york",1987,5,"NY",34956
"new york",1988,4,"NY",180
"new york",1989,8,"NY",347.142857142857
"new york",1990,4,"NY",840
"new york",1991,6,"NY",864150
"new york",1992,1,"NY",3456000
"new york",1993,3,"NY",1200
"new york",1994,5,"NY",1296060
"new york",1995,11,"NY",296683.636363636
"new york",1997,3,"NY",180
"new york",1998,4,"NY",280950
"new york",1999,2,"NY",1296600
"new york",2000,4,"NY",1080035
"new york",2001,9,"NY",666728.571428571
"new york",2002,4,"NY",648200
"new york",2003,4,"NY",640
"new york",2004,5,"NY",691530
"new york",2005,5,"NY",86490
"new york",2006,41,"NY",262339.027027027
"new york",2007,74,"NY",429149.1875
"new york",2008,98,"NY",630882.657303371
"new york",2009,97,"NY",531560.272727273
"new york",2010,96,"NY",589557.988636364
"new york",2011,144,"NY",316340.453125
"new york",2012,206,"NY",412498.232142857
"new york",2013,144,"NY",418197.5
"new york",2014,172,"NY",249854.451219512
"new york",2015,173,"NY",497795.032258065
"new york",2016,125,"NY",324083.217391304
"new york",2017,96,"NY",534986.666666667
"new york",2018,61,"NY",242920.188679245
"new york",2019,119,"NY",503120.9375
"new york",2020,161,"NY",418007.288888889
"new york",2021,10,"NY",840246.666666667
"new york",NA,19,"NY",902840
"north carolina",1930,1,"NC",120
"north carolina",1955,1,"NC",300
"north carolina",1959,1,"NC",90
"north carolina",1961,1,"NC",864000
"north carolina",1962,2,"NC",1350
"north carolina",1965,2,"NC",900
"north carolina",1966,2,"NC",627.5
"north carolina",1967,5,"NC",346248
"north carolina",1968,2,"NC",150
"north carolina",1969,1,"NC",900
"north carolina",1970,2,"NC",4050
"north carolina",1971,1,"NC",2592000
"north carolina",1972,3,"NC",720
"north carolina",1973,4,"NC",1953.75
"north carolina",1974,4,"NC",3720
"north carolina",1975,3,"NC",720440
"north carolina",1976,2,"NC",1470
"north carolina",1977,3,"NC",600
"north carolina",1978,3,"NC",300
"north carolina",1979,4,"NC",280
"north carolina",1980,1,"NC",600
"north carolina",1981,2,"NC",600
"north carolina",1982,5,"NC",145280
"north carolina",1985,2,"NC",162.5
"north carolina",1986,4,"NC",151710
"north carolina",1987,1,"NC",1800
"north carolina",1988,1,"NC",30
"north carolina",1989,4,"NC",390
"north carolina",1991,1,"NC",90
"north carolina",1992,3,"NC",450
"north carolina",1993,2,"NC",990
"north carolina",1994,5,"NC",2437.5
"north carolina",1995,5,"NC",698
"north carolina",1996,6,"NC",114
"north carolina",1997,7,"NC",216071.666666667
"north carolina",1998,2,"NC",180
"north carolina",1999,3,"NC",86540
"north carolina",2000,2,"NC",60
"north carolina",2001,6,"NC",931
"north carolina",2002,3,"NC",300
"north carolina",2003,8,"NC",324836.25
"north carolina",2004,5,"NC",1800
"north carolina",2005,11,"NC",1128096
"north carolina",2006,52,"NC",452008.418367347
"north carolina",2007,101,"NC",442448.443181818
"north carolina",2008,121,"NC",301088.420560748
"north carolina",2009,102,"NC",412910.554347826
"north carolina",2010,116,"NC",279700.145631068
"north carolina",2011,168,"NC",383276.873376623
"north carolina",2012,227,"NC",348542.975369458
"north carolina",2013,180,"NC",341578.374233129
"north carolina",2014,245,"NC",546233.690987124
"north carolina",2015,166,"NC",364113.377483444
"north carolina",2016,188,"NC",662533.157894737
"north carolina",2017,126,"NC",434730.796460177
"north carolina",2018,98,"NC",348189.069767442
"north carolina",2019,147,"NC",349584.277777778
"north carolina",2020,109,"NC",466933.917525773
"north carolina",2021,10,"NC",4770
"north carolina",NA,19,"NC",221440
"north dakota",1934,1,"ND",432000
"north dakota",1968,1,"ND",120
"north dakota",1974,1,"ND",1800
"north dakota",1976,2,"ND",300
"north dakota",1977,2,"ND",600
"north dakota",1978,2,"ND",NA
"north dakota",1983,1,"ND",300
"north dakota",1990,1,"ND",518400
"north dakota",1991,1,"ND",120
"north dakota",1995,2,"ND",4752000
"north dakota",1996,1,"ND",518400
"north dakota",1998,1,"ND",300
"north dakota",2000,1,"ND",900
"north dakota",2002,1,"ND",270
"north dakota",2003,2,"ND",1512000
"north dakota",2004,2,"ND",1410
"north dakota",2006,8,"ND",547830
"north dakota",2007,6,"ND",288511.666666667
"north dakota",2008,10,"ND",146406.666666667
"north dakota",2009,9,"ND",302883.333333333
"north dakota",2010,5,"ND",1559196
"north dakota",2011,10,"ND",250749.8
"north dakota",2012,11,"ND",284100
"north dakota",2013,7,"ND",187900
"north dakota",2014,8,"ND",111377.142857143
"north dakota",2015,10,"ND",87546
"north dakota",2016,11,"ND",271074.545454545
"north dakota",2017,9,"ND",557096.666666667
"north dakota",2018,7,"ND",185644.285714286
"north dakota",2019,16,"ND",504472.5
"north dakota",2020,24,"ND",709794
"north dakota",2021,1,"ND",600
"north dakota",NA,1,"ND",NA
"ohio",1953,1,"OH",35
"ohio",1956,4,"OH",1301452.5
"ohio",1957,2,"OH",390
"ohio",1958,1,"OH",86400
"ohio",1959,2,"OH",1950
"ohio",1960,3,"OH",1500
"ohio",1962,2,"OH",1200
"ohio",1964,3,"OH",3780
"ohio",1965,3,"OH",403240
"ohio",1966,4,"OH",300
"ohio",1967,6,"OH",260748
"ohio",1968,5,"OH",864228
"ohio",1969,2,"OH",437400
"ohio",1970,1,"OH",300
"ohio",1971,2,"OH",2592000
"ohio",1972,5,"OH",519312
"ohio",1973,5,"OH",3037.5
"ohio",1974,5,"OH",735
"ohio",1976,3,"OH",480
"ohio",1977,9,"OH",228
"ohio",1978,3,"OH",87500
"ohio",1980,3,"OH",2600
"ohio",1981,4,"OH",115620
"ohio",1982,2,"OH",60
"ohio",1983,2,"OH",900
"ohio",1984,2,"OH",750
"ohio",1985,2,"OH",210
"ohio",1986,4,"OH",435
"ohio",1987,2,"OH",9030
"ohio",1988,3,"OH",800
"ohio",1989,3,"OH",345
"ohio",1990,1,"OH",NA
"ohio",1991,2,"OH",360
"ohio",1992,4,"OH",86480
"ohio",1993,5,"OH",1944
"ohio",1994,10,"OH",99163.3333333333
"ohio",1995,12,"OH",69840
"ohio",1996,2,"OH",1410
"ohio",1997,5,"OH",518538
"ohio",1998,9,"OH",432185.625
"ohio",1999,8,"OH",248027.142857143
"ohio",2000,4,"OH",690
"ohio",2001,4,"OH",864120
"ohio",2002,5,"OH",52632
"ohio",2003,4,"OH",702300
"ohio",2004,5,"OH",390
"ohio",2005,9,"OH",1393567.5
"ohio",2006,78,"OH",593820.952380952
"ohio",2007,104,"OH",331610.027472527
"ohio",2008,118,"OH",435299.056603774
"ohio",2009,119,"OH",359000.523809524
"ohio",2010,116,"OH",364994.22
"ohio",2011,141,"OH",498282.261363636
"ohio",2012,249,"OH",426101.334841629
"ohio",2013,325,"OH",482411.683168317
"ohio",2014,247,"OH",417918.103448276
"ohio",2015,194,"OH",350977.369942197
"ohio",2016,137,"OH",310588.278688525
"ohio",2017,131,"OH",269649.831932773
"ohio",2018,96,"OH",516109.090909091
"ohio",2019,185,"OH",544441.875
"ohio",2020,219,"OH",435072.676056338
"ohio",2021,6,"OH",346458
"ohio",NA,28,"OH",1435084.28571429
"oklahoma",1947,1,"OK",120
"oklahoma",1955,1,"OK",1200
"oklahoma",1956,1,"OK",20
"oklahoma",1958,2,"OK",1800
"oklahoma",1961,2,"OK",390
"oklahoma",1962,2,"OK",NA
"oklahoma",1963,1,"OK",1800
"oklahoma",1964,2,"OK",930
"oklahoma",1965,1,"OK",2592000
"oklahoma",1967,1,"OK",120
"oklahoma",1968,4,"OK",432400
"oklahoma",1969,1,"OK",600
"oklahoma",1970,2,"OK",389025
"oklahoma",1971,1,"OK",180
"oklahoma",1973,1,"OK",NA
"oklahoma",1974,1,"OK",1500
"oklahoma",1975,2,"OK",1800
"oklahoma",1976,1,"OK",45
"oklahoma",1977,2,"OK",450
"oklahoma",1978,2,"OK",1560
"oklahoma",1979,1,"OK",NA
"oklahoma",1980,2,"OK",648300
"oklahoma",1981,4,"OK",405
"oklahoma",1982,1,"OK",1800
"oklahoma",1987,2,"OK",675
"oklahoma",1988,4,"OK",420
"oklahoma",1989,3,"OK",14600
"oklahoma",1990,1,"OK",180
"oklahoma",1995,2,"OK",136800
"oklahoma",1996,3,"OK",825
"oklahoma",1998,4,"OK",180
"oklahoma",1999,4,"OK",648210
"oklahoma",2000,1,"OK",432000
"oklahoma",2001,6,"OK",72200
"oklahoma",2002,1,"OK",60
"oklahoma",2003,1,"OK",15
"oklahoma",2004,2,"OK",165
"oklahoma",2005,5,"OK",200
"oklahoma",2006,26,"OK",507963.958333333
"oklahoma",2007,36,"OK",769319.1875
"oklahoma",2008,50,"OK",431509.326086957
"oklahoma",2009,37,"OK",432968.470588235
"oklahoma",2010,34,"OK",360613.95
"oklahoma",2011,50,"OK",247980.697674419
"oklahoma",2012,87,"OK",578009
"oklahoma",2013,74,"OK",301606.849315069
"oklahoma",2014,87,"OK",509547.272727273
"oklahoma",2015,72,"OK",409892.272727273
"oklahoma",2016,41,"OK",1116832.5
"oklahoma",2017,42,"OK",583886.153846154
"oklahoma",2018,39,"OK",392219.166666667
"oklahoma",2019,63,"OK",439430.714285714
"oklahoma",2020,84,"OK",508596.4
"oklahoma",2021,5,"OK",328548
"oklahoma",NA,9,"OK",216633.75
"oregon",1949,1,"OR",NA
"oregon",1950,2,"OR",540
"oregon",1956,1,"OR",864000
"oregon",1958,1,"OR",90
"oregon",1960,2,"OR",1350
"oregon",1961,1,"OR",18000
"oregon",1962,1,"OR",120
"oregon",1963,1,"OR",7200
"oregon",1964,1,"OR",600
"oregon",1965,2,"OR",10500
"oregon",1966,2,"OR",2400
"oregon",1967,3,"OR",1020
"oregon",1968,1,"OR",NA
"oregon",1969,1,"OR",NA
"oregon",1970,1,"OR",600
"oregon",1971,2,"OR",450
"oregon",1972,1,"OR",NA
"oregon",1973,2,"OR",3622.5
"oregon",1974,1,"OR",198000
"oregon",1975,1,"OR",300
"oregon",1976,3,"OR",864470
"oregon",1977,1,"OR",60
"oregon",1978,1,"OR",480
"oregon",1979,1,"OR",120
"oregon",1980,4,"OR",301.666666666667
"oregon",1981,1,"OR",2592000
"oregon",1983,1,"OR",NA
"oregon",1984,1,"OR",NA
"oregon",1987,1,"OR",1800
"oregon",1989,2,"OR",540007.5
"oregon",1990,1,"OR",1200
"oregon",1991,1,"OR",60
"oregon",1992,2,"OR",210
"oregon",1994,1,"OR",43200
"oregon",1995,5,"OR",77505
"oregon",1996,4,"OR",502.5
"oregon",1997,5,"OR",480750
"oregon",1998,2,"OR",864000
"oregon",1999,6,"OR",2419806
"oregon",2000,5,"OR",162063.75
"oregon",2001,3,"OR",288060
"oregon",2002,3,"OR",100
"oregon",2003,6,"OR",577670
"oregon",2004,4,"OR",648705
"oregon",2005,10,"OR",1058814
"oregon",2006,68,"OR",306061.968253968
"oregon",2007,100,"OR",354568.505494506
"oregon",2008,80,"OR",242288.625
"oregon",2009,73,"OR",538867.623188406
"oregon",2010,74,"OR",385401.397058824
"oregon",2011,106,"OR",292684.734042553
"oregon",2012,164,"OR",489536.583333333
"oregon",2013,179,"OR",511521.951219512
"oregon",2014,206,"OR",395303.526315789
"oregon",2015,200,"OR",561270.793650794
"oregon",2016,153,"OR",382232.765957447
"oregon",2017,117,"OR",773997
"oregon",2018,87,"OR",496406.551282051
"oregon",2019,115,"OR",546341.116504854
"oregon",2020,212,"OR",266444.752747253
"oregon",2021,13,"OR",812304
"oregon",NA,27,"OR",380762.857142857
"pennsylvania",1951,1,"PA",600
"pennsylvania",1952,2,"PA",180
"pennsylvania",1958,1,"PA",300
"pennsylvania",1961,2,"PA",705
"pennsylvania",1963,2,"PA",450
"pennsylvania",1965,8,"PA",134.285714285714
"pennsylvania",1966,6,"PA",432420.2
"pennsylvania",1967,1,"PA",10800
"pennsylvania",1968,4,"PA",205425
"pennsylvania",1969,5,"PA",778620
"pennsylvania",1970,3,"PA",432400
"pennsylvania",1971,1,"PA",300
"pennsylvania",1972,1,"PA",300
"pennsylvania",1973,8,"PA",109006.875
"pennsylvania",1974,3,"PA",990
"pennsylvania",1975,5,"PA",129860
"pennsylvania",1976,6,"PA",590
"pennsylvania",1977,5,"PA",936
"pennsylvania",1978,7,"PA",186904.285714286
"pennsylvania",1979,7,"PA",124097.142857143
"pennsylvania",1980,2,"PA",750
"pennsylvania",1981,2,"PA",129690
"pennsylvania",1982,3,"PA",1425600
"pennsylvania",1983,2,"PA",1500
"pennsylvania",1984,2,"PA",649800
"pennsylvania",1985,4,"PA",682.5
"pennsylvania",1986,2,"PA",600
"pennsylvania",1988,6,"PA",303648
"pennsylvania",1989,3,"PA",450
"pennsylvania",1990,1,"PA",1800
"pennsylvania",1991,2,"PA",5
"pennsylvania",1992,2,"PA",150
"pennsylvania",1993,3,"PA",570
"pennsylvania",1994,5,"PA",864200
"pennsylvania",1995,7,"PA",123968.571428571
"pennsylvania",1996,4,"PA",825
"pennsylvania",1998,3,"PA",864640
"pennsylvania",1999,2,"PA",174600
"pennsylvania",2000,3,"PA",660
"pennsylvania",2001,7,"PA",249535.714285714
"pennsylvania",2002,2,"PA",432030
"pennsylvania",2003,8,"PA",570
"pennsylvania",2004,2,"PA",120
"pennsylvania",2005,12,"PA",630232.5
"pennsylvania",2006,80,"PA",321742.702702703
"pennsylvania",2007,123,"PA",520158.040540541
"pennsylvania",2008,147,"PA",240688.978873239
"pennsylvania",2009,128,"PA",514397.710084034
"pennsylvania",2010,138,"PA",397733.854961832
"pennsylvania",2011,141,"PA",333289.725806452
"pennsylvania",2012,233,"PA",390702.298578199
"pennsylvania",2013,253,"PA",324319.527027027
"pennsylvania",2014,301,"PA",417973.57400722
"pennsylvania",2015,183,"PA",569974.93902439
"pennsylvania",2016,158,"PA",409180
"pennsylvania",2017,129,"PA",273694.473684211
"pennsylvania",2018,77,"PA",737765.967741936
"pennsylvania",2019,172,"PA",392548.637931034
"pennsylvania",2020,245,"PA",396535.979381443
"pennsylvania",2021,17,"PA",637969.411764706
"pennsylvania",NA,25,"PA",427335.125
"rhode island",1970,1,"RI",NA
"rhode island",1975,2,"RI",1200
"rhode island",1976,1,"RI",1800
"rhode island",1982,1,"RI",120
"rhode island",1983,1,"RI",900
"rhode island",1998,1,"RI",240
"rhode island",2000,1,"RI",180
"rhode island",2004,2,"RI",720
"rhode island",2005,1,"RI",3600
"rhode island",2006,5,"RI",432144
"rhode island",2007,4,"RI",100
"rhode island",2008,9,"RI",119081.25
"rhode island",2009,8,"RI",216241.875
"rhode island",2010,9,"RI",25157.1428571429
"rhode island",2011,8,"RI",335632.5
"rhode island",2012,27,"RI",1002851.25
"rhode island",2013,19,"RI",108543.75
"rhode island",2014,14,"RI",41108.1818181818
"rhode island",2015,21,"RI",358967.142857143
"rhode island",2016,14,"RI",315167.142857143
"rhode island",2017,9,"RI",837131.25
"rhode island",2018,9,"RI",48306.6666666667
"rhode island",2019,13,"RI",306404.090909091
"rhode island",2020,9,"RI",1665
"rhode island",2021,1,"RI",150
"rhode island",NA,1,"RI",3600
"south carolina",1955,1,"SC",300
"south carolina",1960,1,"SC",300
"south carolina",1962,1,"SC",300
"south carolina",1964,1,"SC",600
"south carolina",1965,1,"SC",2592000
"south carolina",1968,1,"SC",1050
"south carolina",1969,3,"SC",1470
"south carolina",1971,2,"SC",864000
"south carolina",1974,3,"SC",1728200
"south carolina",1975,4,"SC",345
"south carolina",1976,1,"SC",900
"south carolina",1978,1,"SC",10
"south carolina",1981,2,"SC",95
"south carolina",1982,1,"SC",NA
"south carolina",1983,1,"SC",345600
"south carolina",1985,2,"SC",3825
"south carolina",1986,1,"SC",9000
"south carolina",1988,1,"SC",300
"south carolina",1989,2,"SC",432000
"south carolina",1990,2,"SC",600
"south carolina",1991,2,"SC",660
"south carolina",1992,2,"SC",120
"south carolina",1993,1,"SC",300
"south carolina",1994,1,"SC",900
"south carolina",1995,6,"SC",403500
"south carolina",1997,6,"SC",69474
"south carolina",1998,3,"SC",11040
"south carolina",1999,1,"SC",NA
"south carolina",2000,2,"SC",972090
"south carolina",2001,2,"SC",450
"south carolina",2002,2,"SC",330
"south carolina",2003,6,"SC",2525
"south carolina",2004,5,"SC",173640
"south carolina",2005,12,"SC",356121.818181818
"south carolina",2006,22,"SC",628395.789473684
"south carolina",2007,72,"SC",218629.816176471
"south carolina",2008,40,"SC",234613.294117647
"south carolina",2009,61,"SC",519798.377358491
"south carolina",2010,62,"SC",386572.807017544
"south carolina",2011,99,"SC",209283.804597701
"south carolina",2012,169,"SC",448656.799363057
"south carolina",2013,141,"SC",592460
"south carolina",2014,224,"SC",488748.803827751
"south carolina",2015,100,"SC",586232.393258427
"south carolina",2016,82,"SC",439716.956521739
"south carolina",2017,102,"SC",235240.625
"south carolina",2018,71,"SC",450243.387096774
"south carolina",2019,94,"SC",542674.230769231
"south carolina",2020,104,"SC",372448.583333333
"south carolina",2021,4,"SC",144240
"south carolina",NA,7,"SC",690
"south dakota",1963,3,"SD",58800
"south dakota",1966,1,"SD",259200
"south dakota",1968,1,"SD",1200
"south dakota",1973,1,"SD",3600
"south dakota",1976,1,"SD",300
"south dakota",1978,1,"SD",NA
"south dakota",1979,1,"SD",NA
"south dakota",1981,1,"SD",475200
"south dakota",1984,1,"SD",300
"south dakota",1994,2,"SD",600
"south dakota",1995,1,"SD",90
"south dakota",1997,1,"SD",2700
"south dakota",1998,3,"SD",289000
"south dakota",2000,2,"SD",300
"south dakota",2002,1,"SD",1200
"south dakota",2003,1,"SD",NA
"south dakota",2004,1,"SD",480
"south dakota",2005,3,"SD",70
"south dakota",2006,3,"SD",648000
"south dakota",2007,8,"SD",162510
"south dakota",2008,7,"SD",4030.66666666667
"south dakota",2009,13,"SD",419029.615384615
"south dakota",2010,14,"SD",432720.714285714
"south dakota",2011,14,"SD",496893.75
"south dakota",2012,25,"SD",383808.916666667
"south dakota",2013,19,"SD",398625.789473684
"south dakota",2014,21,"SD",288632.857142857
"south dakota",2015,16,"SD",299064.545454545
"south dakota",2016,22,"SD",473961.818181818
"south dakota",2017,18,"SD",34796.25
"south dakota",2018,9,"SD",579900
"south dakota",2019,13,"SD",881958
"south dakota",2020,16,"SD",1409733.75
"south dakota",2021,2,"SD",2592000
"south dakota",NA,3,"SD",7350
"tennessee",1949,1,"TN",900
"tennessee",1956,1,"TN",600
"tennessee",1961,2,"TN",1050
"tennessee",1964,4,"TN",630
"tennessee",1967,3,"TN",1110
"tennessee",1968,2,"TN",675
"tennessee",1970,1,"TN",60
"tennessee",1971,1,"TN",300
"tennessee",1972,1,"TN",3600
"tennessee",1973,2,"TN",975
"tennessee",1974,1,"TN",900
"tennessee",1976,2,"TN",210
"tennessee",1977,1,"TN",300
"tennessee",1978,6,"TN",2055
"tennessee",1979,1,"TN",900
"tennessee",1981,1,"TN",600
"tennessee",1982,3,"TN",864500
"tennessee",1984,1,"TN",1800
"tennessee",1985,1,"TN",900
"tennessee",1986,1,"TN",90
"tennessee",1987,2,"TN",432600
"tennessee",1989,2,"TN",450
"tennessee",1991,3,"TN",460
"tennessee",1992,3,"TN",620
"tennessee",1993,1,"TN",300
"tennessee",1994,3,"TN",202100
"tennessee",1995,2,"TN",420
"tennessee",1996,2,"TN",300
"tennessee",1997,2,"TN",855
"tennessee",1998,1,"TN",300
"tennessee",1999,2,"TN",180
"tennessee",2000,2,"TN",45
"tennessee",2001,1,"TN",600
"tennessee",2002,1,"TN",60
"tennessee",2003,1,"TN",240
"tennessee",2004,1,"TN",750
"tennessee",2005,6,"TN",1560
"tennessee",2006,43,"TN",402595.294871795
"tennessee",2007,56,"TN",296443.823529412
"tennessee",2008,84,"TN",567498.768115942
"tennessee",2009,58,"TN",305569.471698113
"tennessee",2010,54,"TN",555181.760869565
"tennessee",2011,82,"TN",319762.875
"tennessee",2012,114,"TN",649962.5
"tennessee",2013,113,"TN",377793.113207547
"tennessee",2014,132,"TN",407037.295081967
"tennessee",2015,94,"TN",222153.214285714
"tennessee",2016,91,"TN",548519.62962963
"tennessee",2017,78,"TN",381531.549295775
"tennessee",2018,44,"TN",608931.315789474
"tennessee",2019,112,"TN",449950.85106383
"tennessee",2020,90,"TN",188802.739726027
"tennessee",2021,5,"TN",17652
"tennessee",NA,7,"TN",640
"texas",1947,1,"TX",600
"texas",1948,1,"TX",777600
"texas",1949,2,"TX",432270
"texas",1950,3,"TX",420
"texas",1952,1,"TX",5400
"texas",1954,1,"TX",150
"texas",1955,2,"TX",90
"texas",1956,2,"TX",750
"texas",1957,4,"TX",235.75
"texas",1958,2,"TX",270
"texas",1960,1,"TX",60
"texas",1961,3,"TX",720
"texas",1962,1,"TX",60
"texas",1963,2,"TX",210
"texas",1964,2,"TX",450
"texas",1965,3,"TX",1800
"texas",1966,5,"TX",756517.5
"texas",1967,5,"TX",87432
"texas",1968,5,"TX",1227360
"texas",1969,3,"TX",3720
"texas",1970,2,"TX",300
"texas",1971,3,"TX",6300
"texas",1972,7,"TX",72820
"texas",1973,11,"TX",80642.7272727273
"texas",1974,6,"TX",88030
"texas",1975,5,"TX",576
"texas",1976,8,"TX",277300
"texas",1977,6,"TX",1600
"texas",1978,13,"TX",126732.5
"texas",1979,4,"TX",720490
"texas",1980,1,"TX",2592000
"texas",1981,2,"TX",420
"texas",1982,2,"TX",330
"texas",1983,6,"TX",252345
"texas",1984,4,"TX",271215
"texas",1985,7,"TX",124358.571428571
"texas",1986,3,"TX",576170
"texas",1987,6,"TX",44300
"texas",1988,7,"TX",14570
"texas",1989,6,"TX",52044
"texas",1990,4,"TX",750
"texas",1991,7,"TX",510
"texas",1992,6,"TX",691356
"texas",1993,5,"TX",324510
"texas",1994,6,"TX",261504
"texas",1995,8,"TX",108401.25
"texas",1996,6,"TX",216982.5
"texas",1997,12,"TX",74037.5
"texas",1998,10,"TX",163746.666666667
"texas",1999,7,"TX",308897.142857143
"texas",2000,13,"TX",259636.363636364
"texas",2001,7,"TX",1011130
"texas",2002,11,"TX",777796.666666667
"texas",2003,8,"TX",475500
"texas",2004,10,"TX",371052.857142857
"texas",2005,20,"TX",164571.052631579
"texas",2006,156,"TX",445691.193430657
"texas",2007,195,"TX",419492.828571429
"texas",2008,339,"TX",309071.626644737
"texas",2009,231,"TX",392869.096446701
"texas",2010,210,"TX",291766.673796791
"texas",2011,231,"TX",476808.654040404
"texas",2012,245,"TX",553793.882075472
"texas",2013,228,"TX",496828.374384236
"texas",2014,281,"TX",516429.756097561
"texas",2015,157,"TX",614022.755395683
"texas",2016,149,"TX",322486.771653543
"texas",2017,114,"TX",413423.168316832
"texas",2018,81,"TX",477494.04109589
"texas",2019,206,"TX",440081.272727273
"texas",2020,273,"TX",441895
"texas",2021,16,"TX",269210.625
"texas",NA,50,"TX",138134.655172414
"utah",1961,1,"UT",2700
"utah",1963,1,"UT",120
"utah",1964,1,"UT",300
"utah",1965,1,"UT",16200
"utah",1970,1,"UT",NA
"utah",1973,3,"UT",494990666.666667
"utah",1975,1,"UT",390
"utah",1976,1,"UT",1944000
"utah",1978,1,"UT",1728000
"utah",1980,3,"UT",1620
"utah",1981,1,"UT",360
"utah",1982,1,"UT",120
"utah",1984,1,"UT",600
"utah",1985,2,"UT",1296000
"utah",1988,1,"UT",660
"utah",1991,1,"UT",60
"utah",1992,1,"UT",NA
"utah",1995,1,"UT",1296000
"utah",1996,2,"UT",864075
"utah",1998,2,"UT",173100
"utah",1999,1,"UT",129600
"utah",2000,2,"UT",108060
"utah",2001,4,"UT",480
"utah",2002,2,"UT",120
"utah",2003,5,"UT",272.5
"utah",2004,2,"UT",172890
"utah",2005,2,"UT",7200
"utah",2006,18,"UT",419841.588235294
"utah",2007,29,"UT",667856.666666667
"utah",2008,26,"UT",415101.458333333
"utah",2009,32,"UT",132436.071428571
"utah",2010,37,"UT",354727.444444444
"utah",2011,47,"UT",58320.1555555556
"utah",2012,103,"UT",129741.71875
"utah",2013,84,"UT",545437.974683544
"utah",2014,71,"UT",352421.641791045
"utah",2015,67,"UT",211798.032786885
"utah",2016,83,"UT",587178.461538462
"utah",2017,61,"UT",310963.448275862
"utah",2018,51,"UT",750768.181818182
"utah",2019,70,"UT",225244.137931034
"utah",2020,95,"UT",528876.847826087
"utah",2021,3,"UT",160
"utah",NA,7,"UT",3168040
"vermont",1969,1,"VT",480
"vermont",1987,1,"VT",1728000
"vermont",2001,1,"VT",300
"vermont",2007,4,"VT",216330
"vermont",2008,3,"VT",1425
"vermont",2009,5,"VT",86556
"vermont",2010,6,"VT",907450
"vermont",2011,5,"VT",292.5
"vermont",2012,13,"VT",79487.5
"vermont",2013,20,"VT",1101804
"vermont",2014,10,"VT",147186
"vermont",2015,14,"VT",411992.857142857
"vermont",2016,6,"VT",121260
"vermont",2017,6,"VT",540
"vermont",2018,7,"VT",2037081.42857143
"vermont",2019,5,"VT",1987725
"vermont",2020,9,"VT",562246.666666667
"vermont",2021,1,"VT",600
"vermont",NA,1,"VT",300
"virginia",1947,1,"VA",864000
"virginia",1956,1,"VA",300
"virginia",1962,1,"VA",NA
"virginia",1963,2,"VA",4050
"virginia",1964,4,"VA",76215
"virginia",1965,1,"VA",600
"virginia",1966,1,"VA",450
"virginia",1968,1,"VA",600
"virginia",1970,2,"VA",648015
"virginia",1971,1,"VA",NA
"virginia",1972,1,"VA",300
"virginia",1973,2,"VA",750
"virginia",1974,3,"VA",288360
"virginia",1975,2,"VA",1050
"virginia",1977,1,"VA",180
"virginia",1979,2,"VA",180
"virginia",1980,4,"VA",422.666666666667
"virginia",1982,4,"VA",1144920
"virginia",1983,5,"VA",408
"virginia",1984,1,"VA",1200
"virginia",1985,5,"VA",406.25
"virginia",1986,3,"VA",288160
"virginia",1987,1,"VA",432000
"virginia",1988,1,"VA",120
"virginia",1989,3,"VA",244980
"virginia",1990,2,"VA",90
"virginia",1991,1,"VA",300
"virginia",1993,2,"VA",180
"virginia",1994,3,"VA",160
"virginia",1995,2,"VA",1080300
"virginia",1996,5,"VA",172.5
"virginia",1998,2,"VA",1728450
"virginia",1999,2,"VA",561600
"virginia",2000,1,"VA",900
"virginia",2001,5,"VA",1669.5
"virginia",2002,5,"VA",580
"virginia",2003,5,"VA",1300590
"virginia",2005,5,"VA",1920
"virginia",2006,43,"VA",445290
"virginia",2007,54,"VA",414305.730769231
"virginia",2008,79,"VA",332867.464788732
"virginia",2009,67,"VA",324899.153225806
"virginia",2010,60,"VA",288570.272727273
"virginia",2011,82,"VA",404990.012987013
"virginia",2012,115,"VA",655769.102941177
"virginia",2013,176,"VA",541778.903225806
"virginia",2014,157,"VA",576885.625
"virginia",2015,117,"VA",394921.682242991
"virginia",2016,95,"VA",352847.407407407
"virginia",2017,83,"VA",602443.026315789
"virginia",2018,59,"VA",287430
"virginia",2019,161,"VA",649549.2
"virginia",2020,84,"VA",488183.289473684
